open_time,open,high,low,close,volume,close_time,qav,num_trades,taker_base_vol,taker_quote_vol,ignore
1654203600000,0.00010048,0.00010195,0.00010047,0.00010145,19421041184.15000000,1654207199999,1966735.81648677,10000,10638462972.78000000,1077339.39545950,0
1654207200000,0.00010141,0.00010293,0.00010075,0.00010160,23382107982.45000000,1654210799999,2381535.43247182,11748,11483880114.65000000,1169509.71757886,0
1654210800000,0.00010162,0.00010221,0.00010001,0.00010095,20111607434.69000000,1654214399999,2036788.76290179,9529,9056248358.54000000,917514.65692776,0
1654214400000,0.00010095,0.00010250,0.00010015,0.00010158,23436498081.75000000,1654217999999,2371815.06563520,10393,13327262203.72000000,1348921.46351551,0
1654218000000,0.00010159,0.00010239,0.00010111,0.00010210,15671070000.49000000,1654221599999,1595696.86926194,7438,8215612780.76000000,836920.74789248,0
1654221600000,0.00010206,0.00010219,0.00010071,0.00010081,16220018040.30000000,1654225199999,1643206.32366746,7862,7364240036.44000000,746109.46584598,0
1654225200000,0.00010080,0.00010121,0.00009960,0.00010055,18974315380.64000000,1654228799999,1907600.79118033,8655,8148463005.54000000,819671.54655770,0
1654228800000,0.00010055,0.00010055,0.00009850,0.00010030,19235452340.78000000,1654232399999,1916962.47708407,9615,8944605135.93000000,891853.87938789,0
1654232400000,0.00010030,0.00010070,0.00009970,0.00009999,19184163811.04000000,1654235999999,1923753.06931651,8589,8801879084.13000000,882872.54766366,0
1654236000000,0.00010000,0.00010001,0.00009832,0.00009833,25834315622.80000000,1654239599999,2564650.64332195,11041,9872629078.14000000,980495.50494194,0
1654239600000,0.00009834,0.00010000,0.00009765,0.00009899,27737270382.85000000,1654243199999,2732015.24201447,12443,13291119858.55000000,1309843.59257972,0
1654243200000,0.00009900,0.00009937,0.00009795,0.00009800,19479755547.71000000,1654246799999,1920263.54140097,9074,7822293164.62000000,771401.05610182,0
1654246800000,0.00009800,0.00009815,0.00009621,0.00009665,32123935277.33000000,1654250399999,3116156.89994179,14423,12912778955.87000000,1252926.60214460,0
1654250400000,0.00009665,0.00009698,0.00009351,0.00009381,57447398502.69000000,1654253999999,5477220.84171288,22943,19725904288.19000000,1882443.60100787,0
1654254000000,0.00009374,0.00009582,0.00009357,0.00009506,39698823082.16000000,1654257599999,3752475.35635017,17680,19427132380.22000000,1837498.19094274,0
1654257600000,0.00009509,0.00009570,0.00009390,0.00009415,34523727138.10000000,1654261199999,3275153.66231125,14814,16198009903.05000000,1537039.89404599,0
1654261200000,0.00009421,0.00009600,0.00009353,0.00009573,32921921862.26000000,1654264799999,3127015.93112600,15614,16354990781.36000000,1553895.76312601,0
1654264800000,0.00009573,0.00009599,0.00009454,0.00009533,22321995077.41000000,1654268399999,2127273.63258699,12094,10931785020.44000000,1041798.40722059,0
1654268400000,0.00009531,0.00009579,0.00009460,0.00009542,19319696198.36000000,1654271999999,1841056.74860597,9697,9796464489.55000000,933890.72749267,0
1654272000000,0.00009541,0.00009559,0.00009480,0.00009541,14482720784.27000000,1654275599999,1378825.24401490,8155,6745273580.23000000,642264.38682438,0
1654275600000,0.00009541,0.00009570,0.00009499,0.00009509,13874504857.46000000,1654279199999,1323024.99588529,7587,6339696664.21000000,604747.25471236,0
1654279200000,0.00009509,0.00009518,0.00009401,0.00009455,16386957493.18000000,1654282799999,1551146.82516590,8596,7305837962.41000000,691546.07504546,0
1654282800000,0.00009457,0.00009511,0.00009434,0.00009460,15191151165.46000000,1654286399999,1438839.22017328,7572,7541659240.44000000,714358.13368153,0
1654286400000,0.00009460,0.00009534,0.00009430,0.00009491,16859461335.14000000,1654289999999,1598946.53827529,8181,8230482148.06000000,780623.41282747,0
1654290000000,0.00009491,0.00009809,0.00009464,0.00009734,20410307215.74000000,1654293599999,1956862.98120022,9911,11852508155.77000000,1138059.61788636,0
1654293600000,0.00009735,0.00009792,0.00009522,0.00009590,23080068653.47000000,1654297199999,2231079.82264780,10337,10916118697.07000000,1055515.16722393,0
1654297200000,0.00009589,0.00009650,0.00009511,0.00009514,11332644499.95000000,1654300799999,1084904.39801960,5635,5321525249.40000000,509623.12522356,0
1654300800000,0.00009519,0.00009616,0.00009511,0.00009591,13370000546.14000000,1654304399999,1278889.77728978,5680,7006614765.77000000,670332.73448857,0
